,v2a1,rooms,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,pisomoscer,pisocemento,cielorazo,sanitario2,sanitario3,energcocinar2,energcocinar3,epared2,epared3,etecho2,etecho3,eviv2,eviv3,male,female,estadocivil3,estadocivil7,parentesco1,parentesco3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel3,bedrooms,overcrowding,tipovivi1,television,qmobilephone,lugar1,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
6084,,7,0,,0,2,2,0,1,1,0,3,3,3,3,6,,3,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,3,2,3,2.0,6.0,0.0,8.666667,1,3,1.0,1,1,3,0,1,0,67,36,4489,9,36,0,1.0,4.0,75.111115,4489
6085,,7,0,,0,2,2,0,1,1,0,3,3,3,3,4,,3,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,3,2,3,2.0,6.0,0.0,8.666667,0,3,1.0,1,1,3,0,1,0,68,16,4624,9,36,0,1.0,4.0,75.111115,4624
6086,,7,0,,0,2,2,0,1,1,0,3,3,3,3,16,,3,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,3,2,3,2.0,6.0,0.0,8.666667,0,3,1.0,1,1,3,0,1,0,43,256,1849,9,36,0,1.0,4.0,75.111115,1849
6087,400000.0,6,0,,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,2,0,3,0.5,12.0,0.0,13.0,0,2,1.5,0,0,3,0,1,0,14,64,196,9,144,1,2.25,0.25,169.0,196
6088,400000.0,6,0,,0,2,2,0,1,1,0,3,3,3,3,12,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,2,0,3,0.5,12.0,0.0,13.0,0,2,1.5,0,0,3,0,1,0,42,144,1764,9,144,1,2.25,0.25,169.0,1764
6089,400000.0,6,0,,0,2,2,0,1,1,0,3,3,3,3,14,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0,3,0.5,12.0,0.0,13.0,0,2,1.5,0,0,3,0,1,0,40,196,1600,9,144,1,2.25,0.25,169.0,1600
6090,,5,0,,0,1,1,0,0,0,0,1,1,1,1,11,,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0.0,11.0,0.0,11.0,0,3,0.33333334,1,0,1,0,1,0,64,121,4096,1,121,0,0.11111112,0.0,121.0,4096
6091,,7,1,1.0,0,2,2,0,1,1,0,3,3,3,3,11,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,3,0,3,0.0,11.0,0.0,12.0,0,4,0.75,1,1,3,0,1,0,55,121,3025,9,121,0,0.5625,0.0,144.0,3025
6092,,7,1,1.0,0,2,2,0,1,1,0,3,3,3,3,11,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,3,0,3,0.0,11.0,0.0,12.0,0,4,0.75,1,1,3,0,1,0,59,121,3481,9,121,0,0.5625,0.0,144.0,3481
6093,,7,1,1.0,0,2,2,0,1,1,0,3,3,3,3,14,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,3,0,3,0.0,11.0,0.0,12.0,0,4,0.75,1,1,3,0,1,0,22,196,484,9,121,0,0.5625,0.0,144.0,484
6094,175000.0,4,0,,1,2,3,0,1,1,1,3,4,4,4,3,0.0,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,2,2,0,4,1.0,11.0,0.0,10.0,0,2,2.0,0,1,4,0,1,0,9,9,81,16,121,4,4.0,1.0,100.0,81
6095,175000.0,4,0,,1,2,3,0,1,1,1,3,4,4,4,6,0.0,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,2,2,0,4,1.0,11.0,0.0,10.0,1,2,2.0,0,1,4,0,1,0,13,36,169,16,121,4,4.0,1.0,100.0,169
6096,175000.0,4,0,,1,2,3,0,1,1,1,3,4,4,4,11,,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,2,2,0,4,1.0,11.0,0.0,10.0,0,2,2.0,0,1,4,0,1,0,37,121,1369,16,121,4,4.0,1.0,100.0,1369
6097,175000.0,4,0,,1,2,3,0,1,1,1,3,4,4,4,9,,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2,2,0,4,1.0,11.0,0.0,10.0,0,2,2.0,0,1,4,0,1,0,36,81,1296,16,121,4,4.0,1.0,100.0,1296
6098,,5,0,,1,2,3,0,1,1,1,3,4,4,4,15,,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2,2,0,4,1.0,16.0,0.0,15.5,0,2,2.0,1,1,2,0,1,0,42,225,1764,16,256,4,4.0,1.0,240.25,1764
6099,,5,0,,1,2,3,0,1,1,1,3,4,4,4,7,0.0,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,2,2,0,4,1.0,16.0,0.0,15.5,0,2,2.0,1,1,2,0,1,0,13,49,169,16,256,4,4.0,1.0,240.25,169
6100,,5,0,,1,2,3,0,1,1,1,3,4,4,4,3,0.0,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,2,2,0,4,1.0,16.0,0.0,15.5,0,2,2.0,1,1,2,0,1,0,9,9,81,16,256,4,4.0,1.0,240.25,81
6101,,5,0,,1,2,3,0,1,1,1,3,4,4,4,16,,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,2,2,0,4,1.0,16.0,0.0,15.5,0,2,2.0,1,1,2,0,1,0,48,256,2304,16,256,4,4.0,1.0,240.25,2304
6102,,4,0,,0,1,1,0,1,1,0,2,2,2,2,5,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,2,2,2,8.0,5.0,0.0,4.5,0,2,1.0,1,0,2,0,1,0,72,25,5184,4,25,0,1.0,64.0,20.25,5184
6103,,4,0,,0,1,1,0,1,1,0,2,2,2,2,4,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,2,2,8.0,5.0,0.0,4.5,0,2,1.0,1,0,2,0,1,0,80,16,6400,4,25,0,1.0,64.0,20.25,6400
6104,,6,1,1.0,0,1,1,0,2,2,0,3,3,3,3,3,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,3,2,3,2.0,3.0,0.0,6.3333335,0,3,1.0,1,1,1,0,1,0,83,9,6889,9,9,0,1.0,4.0,40.111115000000005,6889
6105,,6,1,1.0,0,1,1,0,2,2,0,3,3,3,3,9,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,3,2,3,2.0,3.0,0.0,6.3333335,0,3,1.0,1,1,1,0,1,0,69,81,4761,9,9,0,1.0,4.0,40.111115000000005,4761
6106,,6,1,1.0,0,1,1,0,2,2,0,3,3,3,3,7,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,3,2,3,2.0,3.0,0.0,6.3333335,0,3,1.0,1,1,1,0,1,0,37,49,1369,9,9,0,1.0,4.0,40.111115000000005,1369
6107,,7,0,,0,1,1,0,1,1,0,2,2,2,2,10,,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,2,2,2,8.0,10.0,0.0,12.5,0,3,0.66666669,1,0,2,0,1,0,76,100,5776,4,100,0,0.44444448,64.0,156.25,5776
6108,,7,0,,0,1,1,0,1,1,0,2,2,2,2,15,,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,2,2,2,8.0,10.0,0.0,12.5,0,3,0.66666669,1,0,2,0,1,0,75,225,5625,4,100,0,0.44444448,64.0,156.25,5625
6109,,5,0,,0,0,0,0,1,1,0,1,1,1,1,3,,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,8.0,0.0,3.0,3.0,0,2,0.5,1,0,0,0,1,0,71,9,5041,1,0,0,0.25,64.0,9.0,5041
6110,60000.0,2,0,,0,1,1,0,0,0,0,1,1,1,1,6,,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.0,6.0,0.0,6.0,1,1,1.0,0,0,1,0,1,0,52,36,2704,1,36,0,1.0,0.0,36.0,2704
6111,,4,0,,0,1,1,0,2,2,0,3,3,3,3,13,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,2,0,3,0.5,0.0,11.0,12.0,0,2,1.5,1,1,3,0,1,0,24,169,576,9,0,1,2.25,0.25,144.0,576
6112,,4,0,,0,1,1,0,2,2,0,3,3,3,3,10,0.0,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,3,0.5,0.0,11.0,12.0,0,2,1.5,1,1,3,0,1,0,17,100,289,9,0,1,2.25,0.25,144.0,289
6113,,4,0,,0,1,1,0,2,2,0,3,3,3,3,11,,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,2,0,3,0.5,0.0,11.0,12.0,0,2,1.5,1,1,3,0,1,0,48,121,2304,9,0,1,2.25,0.25,144.0,2304
6114,,4,0,,0,1,1,0,1,1,0,2,2,2,2,15,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0.0,12.0,0.0,13.5,0,2,1.0,1,0,3,0,1,0,43,225,1849,4,144,0,1.0,0.0,182.25,1849
6115,,4,0,,0,1,1,0,1,1,0,2,2,2,2,12,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,0,2,0.0,12.0,0.0,13.5,0,2,1.0,1,0,3,0,1,0,49,144,2401,4,144,0,1.0,0.0,182.25,2401
6116,140000.0,4,1,1.0,0,2,2,1,1,2,1,3,4,4,4,11,,4,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,2,2,0,4,1.0,11.0,0.0,11.0,0,2,2.0,0,0,2,0,1,0,35,121,1225,16,121,4,4.0,1.0,121.0,1225
6117,140000.0,4,1,1.0,0,2,2,1,1,2,1,3,4,4,4,0,,4,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2,2,0,4,1.0,11.0,0.0,11.0,0,2,2.0,0,0,2,0,1,0,5,0,25,16,121,4,4.0,1.0,121.0,25
6118,140000.0,4,1,1.0,0,2,2,1,1,2,1,3,4,4,4,11,,4,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,2,2,0,4,1.0,11.0,0.0,11.0,0,2,2.0,0,0,2,0,1,0,35,121,1225,16,121,4,4.0,1.0,121.0,1225
6119,140000.0,4,1,1.0,0,2,2,1,1,2,1,3,4,4,4,5,0.0,4,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,2,2,0,4,1.0,11.0,0.0,11.0,0,2,2.0,0,0,2,0,1,0,12,25,144,16,121,4,4.0,1.0,121.0,144
6120,,4,0,,0,1,1,2,1,3,2,2,4,4,4,5,0.0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,4,3.0,0.0,8.0,8.0,0,2,2.0,1,0,3,0,1,0,11,25,121,16,0,9,4.0,9.0,64.0,121
6121,,4,0,,0,1,1,2,1,3,2,2,4,4,4,8,,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,0,4,3.0,0.0,8.0,8.0,0,2,2.0,1,0,3,0,1,0,45,64,2025,16,0,9,4.0,9.0,64.0,2025
6122,,4,0,,0,1,1,2,1,3,2,2,4,4,4,8,0.0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,4,3.0,0.0,8.0,8.0,0,2,2.0,1,0,3,0,1,0,15,64,225,16,0,9,4.0,9.0,64.0,225
6123,,4,0,,0,1,1,2,1,3,2,2,4,4,4,0,,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,4,3.0,0.0,8.0,8.0,0,2,2.0,1,0,3,0,1,0,3,0,9,16,0,9,4.0,9.0,64.0,9
6124,40000.0,1,0,,2,1,3,0,1,1,2,2,4,4,4,1,0.0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,4,1.0,6.0,0.0,7.0,0,1,4.0,0,0,2,0,1,0,7,1,49,16,36,4,16.0,1.0,49.0,49
6125,40000.0,1,0,,2,1,3,0,1,1,2,2,4,4,4,0,,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,4,1.0,6.0,0.0,7.0,0,1,4.0,0,0,2,0,1,0,2,0,4,16,36,4,16.0,1.0,49.0,4
6126,40000.0,1,0,,2,1,3,0,1,1,2,2,4,4,4,6,,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,4,1.0,6.0,0.0,7.0,1,1,4.0,0,0,2,0,1,0,36,36,1296,16,36,4,16.0,1.0,49.0,1296
6127,40000.0,1,0,,2,1,3,0,1,1,2,2,4,4,4,8,,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,4,1.0,6.0,0.0,7.0,0,1,4.0,0,0,2,0,1,0,28,64,784,16,36,4,16.0,1.0,49.0,784
6128,,4,0,,1,0,1,0,1,1,1,1,2,2,2,0,,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,2,1.0,0.0,6.0,6.0,0,2,1.0,1,0,1,0,1,0,5,0,25,4,0,1,1.0,1.0,36.0,25
6129,,4,0,,1,0,1,0,1,1,1,1,2,2,2,6,,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,2,1.0,0.0,6.0,6.0,1,2,1.0,1,0,1,0,1,0,29,36,841,4,0,1,1.0,1.0,36.0,841
6130,,5,0,,0,2,2,0,3,3,0,5,5,5,5,4,,5,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,5,0,5,0.0,0.0,4.0,7.599999900000001,0,3,1.6666666,0,1,5,0,1,0,44,16,1936,25,0,0,2.7777777,0.0,57.759998,1936
6131,,5,0,,0,2,2,0,3,3,0,5,5,5,5,11,,5,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,5,0,5,0.0,0.0,4.0,7.599999900000001,0,3,1.6666666,0,1,5,0,1,0,22,121,484,25,0,0,2.7777777,0.0,57.759998,484
6132,,5,0,,0,2,2,0,3,3,0,5,5,5,5,9,,5,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,5,0,5,0.0,0.0,4.0,7.599999900000001,0,3,1.6666666,0,1,5,0,1,0,23,81,529,25,0,0,2.7777777,0.0,57.759998,529
6133,,5,0,,0,2,2,0,3,3,0,5,5,5,5,10,,5,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,5,0.0,0.0,4.0,7.599999900000001,0,3,1.6666666,0,1,5,0,1,0,20,100,400,25,0,0,2.7777777,0.0,57.759998,400
6134,,5,0,,0,2,2,0,3,3,0,5,5,5,5,4,,5,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,5,0,5,0.0,0.0,4.0,7.599999900000001,0,3,1.6666666,0,1,5,0,1,0,43,16,1849,25,0,0,2.7777777,0.0,57.759998,1849
6135,,5,0,,0,1,1,2,3,5,2,4,6,6,6,0,,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,3,0,6,1.0,6.0,0.0,6.0,0,4,1.5,0,0,4,0,1,0,3,0,9,36,36,9,2.25,1.0,36.0,9
6136,,5,0,,0,1,1,2,3,5,2,4,6,6,6,10,0.0,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,3,0,6,1.0,6.0,0.0,6.0,0,4,1.5,0,0,4,0,1,0,16,100,256,36,36,9,2.25,1.0,36.0,256
6137,,5,0,,0,1,1,2,3,5,2,4,6,6,6,6,,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,3,0,6,1.0,6.0,0.0,6.0,1,4,1.5,0,0,4,0,1,0,24,36,576,36,36,9,2.25,1.0,36.0,576
6138,,5,0,,0,1,1,2,3,5,2,4,6,6,6,6,,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,3,0,6,1.0,6.0,0.0,6.0,1,4,1.5,0,0,4,0,1,0,46,36,2116,36,36,9,2.25,1.0,36.0,2116
6139,,5,0,,0,1,1,2,3,5,2,4,6,6,6,6,,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,3,3,0,6,1.0,6.0,0.0,6.0,1,4,1.5,0,0,4,0,1,0,48,36,2304,36,36,9,2.25,1.0,36.0,2304
6140,,5,0,,0,1,1,2,3,5,2,4,6,6,6,0,,6,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,3,0,6,1.0,6.0,0.0,6.0,0,4,1.5,0,0,4,0,1,0,0,0,0,36,36,9,2.25,1.0,36.0,0
6141,,5,0,,0,1,1,0,3,3,0,4,4,4,4,6,,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,3,0,4,0.3333333466666663,6.0,0.0,7.0,1,3,1.3333334,1,0,3,0,1,0,52,36,2704,16,36,1,1.7777778999999998,0.11111112,49.0,2704
6142,,5,0,,0,1,1,0,3,3,0,4,4,4,4,5,,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,3,0,4,0.3333333466666663,6.0,0.0,7.0,0,3,1.3333334,1,0,3,0,1,0,51,25,2601,16,36,1,1.7777778999999998,0.11111112,49.0,2601
6143,,5,0,,0,1,1,0,3,3,0,4,4,4,4,10,,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,4,0.3333333466666663,6.0,0.0,7.0,0,3,1.3333334,1,0,3,0,1,0,32,100,1024,16,36,1,1.7777778999999998,0.11111112,49.0,1024
6144,,5,0,,0,1,1,0,3,3,0,4,4,4,4,10,0.0,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,4,0.3333333466666663,6.0,0.0,7.0,0,3,1.3333334,1,0,3,0,1,0,16,100,256,16,36,1,1.7777778999999998,0.11111112,49.0,256
6145,,4,0,,1,0,1,0,2,2,1,2,3,3,3,0,,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0,3,0.5,0.0,8.0,12.0,0,2,1.5,1,1,2,0,1,0,6,0,36,9,0,1,2.25,0.25,144.0,36
6146,,4,0,,1,0,1,0,2,2,1,2,3,3,3,16,,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,3,0.5,0.0,8.0,12.0,0,2,1.5,1,1,2,0,1,0,33,256,1089,9,0,1,2.25,0.25,144.0,1089
6147,,4,0,,1,0,1,0,2,2,1,2,3,3,3,8,,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,2,0,3,0.5,0.0,8.0,12.0,0,2,1.5,1,1,2,0,1,0,54,64,2916,9,0,1,2.25,0.25,144.0,2916
6148,70000.0,5,0,,0,1,1,0,1,1,0,2,2,2,2,11,,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,2,0.0,9.0,0.0,10.0,0,2,1.0,0,1,2,0,1,0,20,121,400,4,81,0,1.0,0.0,100.0,400
6149,70000.0,5,0,,0,1,1,0,1,1,0,2,2,2,2,9,,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,2,0,2,0.0,9.0,0.0,10.0,0,2,1.0,0,1,2,0,1,0,34,81,1156,4,81,0,1.0,0.0,100.0,1156
6150,90000.0,4,0,,0,0,0,0,1,1,0,1,1,1,1,6,,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0.0,0.0,6.0,6.0,1,2,0.5,0,0,1,0,0,1,64,36,4096,1,0,0,0.25,0.0,36.0,4096
6151,,3,0,,0,1,1,0,2,2,0,3,3,3,3,6,,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3,2,3,2.0,0.0,3.0,4.3333335,1,1,3.0,0,0,0,0,0,1,70,36,4900,9,0,0,9.0,4.0,18.777779,4900
6152,,3,0,,0,1,1,0,2,2,0,3,3,3,3,4,,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3,2,3,2.0,0.0,3.0,4.3333335,0,1,3.0,0,0,0,0,0,1,63,16,3969,9,0,0,9.0,4.0,18.777779,3969
6153,,3,0,,0,1,1,0,2,2,0,3,3,3,3,3,,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,3,2,3,2.0,0.0,3.0,4.3333335,0,1,3.0,0,0,0,0,0,1,91,9,8281,9,0,0,9.0,4.0,18.777779,8281
6154,,4,0,,0,1,1,0,1,1,0,2,2,2,2,10,,2,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,2,0.0,6.0,0.0,8.0,0,2,1.0,1,0,2,0,0,1,26,100,676,4,36,0,1.0,0.0,64.0,676
6155,,4,0,,0,1,1,0,1,1,0,2,2,2,2,6,,2,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,2,0,2,0.0,6.0,0.0,8.0,1,2,1.0,1,0,2,0,0,1,46,36,2116,4,36,0,1.0,0.0,64.0,2116
6156,,4,0,,0,0,0,0,2,2,0,2,2,2,2,6,,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2,1,2,1.0,0.0,3.0,4.5,1,2,1.0,1,0,2,0,0,1,28,36,784,4,0,0,1.0,1.0,20.25,784
6157,,4,0,,0,0,0,0,2,2,0,2,2,2,2,3,,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,2,1,2,1.0,0.0,3.0,4.5,0,2,1.0,1,0,2,0,0,1,67,9,4489,4,0,0,1.0,1.0,20.25,4489
6158,,5,0,,0,1,1,0,2,2,0,3,3,3,3,6,,3,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,2,1,0,3,2.0,0.0,6.0,16.0,1,3,1.0,1,0,2,0,0,1,54,36,2916,9,0,4,1.0,4.0,256.0,2916
6159,,5,0,,0,1,1,0,2,2,0,3,3,3,3,10,,3,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,2,1,0,3,2.0,0.0,6.0,16.0,0,3,1.0,1,0,2,0,0,1,19,100,361,9,0,4,1.0,4.0,256.0,361
6160,,5,0,,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,2,1,0,3,2.0,0.0,6.0,16.0,1,3,1.0,1,0,2,0,0,1,13,36,169,9,0,4,1.0,4.0,256.0,169
6161,,4,0,,1,3,4,0,1,1,1,4,5,5,5,5,,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,0,5,0.25,5.0,0.0,7.0,0,2,2.5,1,0,4,0,0,1,48,25,2304,25,25,1,6.25,0.0625,49.0,2304
6162,,4,0,,1,3,4,0,1,1,1,4,5,5,5,11,,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,4,0,5,0.25,5.0,0.0,7.0,0,2,2.5,1,0,4,0,0,1,23,121,529,25,25,1,6.25,0.0625,49.0,529
6163,,4,0,,1,3,4,0,1,1,1,4,5,5,5,9,,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,4,0,5,0.25,5.0,0.0,7.0,0,2,2.5,1,0,4,0,0,1,22,81,484,25,25,1,6.25,0.0625,49.0,484
6164,,4,0,,1,3,4,0,1,1,1,4,5,5,5,3,,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,4,0,5,0.25,5.0,0.0,7.0,0,2,2.5,1,0,4,0,0,1,39,9,1521,25,25,1,6.25,0.0625,49.0,1521
6165,,4,0,,1,3,4,0,1,1,1,4,5,5,5,1,0.0,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,4,0,5,0.25,5.0,0.0,7.0,0,2,2.5,1,0,4,0,0,1,7,1,49,25,25,1,6.25,0.0625,49.0,49
6166,,5,0,,0,0,0,0,3,3,0,3,3,3,3,15,,3,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,2,1,0,3,2.0,0.0,15.0,37.0,0,2,1.5,1,0,3,0,0,1,39,225,1521,9,0,4,2.25,4.0,1369.0,1521
6167,,5,0,,0,0,0,0,3,3,0,3,3,3,3,11,,3,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2,1,0,3,2.0,0.0,15.0,37.0,0,2,1.5,1,0,3,0,0,1,18,121,324,9,0,4,2.25,4.0,1369.0,324
6168,,5,0,,0,0,0,0,3,3,0,3,3,3,3,11,,3,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2,1,0,3,2.0,0.0,15.0,37.0,0,2,1.5,1,0,3,0,0,1,19,121,361,9,0,4,2.25,4.0,1369.0,361
6169,,5,1,1.0,0,2,2,0,2,2,0,4,4,4,4,6,,4,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,2,2,0,4,1.0,0.0,6.0,15.0,1,3,1.3333334,1,0,4,0,0,1,33,36,1089,16,0,4,1.7777778999999998,1.0,225.0,1089
6170,,5,1,1.0,0,2,2,0,2,2,0,4,4,4,4,15,,4,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,2,2,0,4,1.0,0.0,6.0,15.0,0,3,1.3333334,1,0,4,0,0,1,32,225,1024,16,0,4,1.7777778999999998,1.0,225.0,1024
6171,,5,1,1.0,0,2,2,0,2,2,0,4,4,4,4,9,,4,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,2,2,0,4,1.0,0.0,6.0,15.0,0,3,1.3333334,1,0,4,0,0,1,18,81,324,16,0,4,1.7777778999999998,1.0,225.0,324
6172,,5,1,1.0,0,2,2,0,2,2,0,4,4,4,4,8,1.0,4,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,2,2,0,4,1.0,0.0,6.0,15.0,0,3,1.3333334,1,0,4,0,0,1,16,64,256,16,0,4,1.7777778999999998,1.0,225.0,256
6173,,7,0,,0,2,2,0,2,2,0,4,4,4,4,11,,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,4,2,4,1.0,3.0,0.0,7.5,0,4,1.0,1,0,2,0,0,1,49,121,2401,16,9,0,1.0,1.0,56.25,2401
